MAE,1.952454,MSE,1.780676
MAE,0.976214,MSE,0.873975
MAE,0.651414,MSE,0.569031
MAE,0.489757,MSE,0.413879
MAE,0.393680,MSE,0.318052
MAE,0.330743,MSE,0.251574
MAE,0.287034,MSE,0.202331
MAE,0.255369,MSE,0.165562
MAE,0.231229,MSE,0.139310
MAE,0.211506,MSE,0.121308
MAE,0.194473,MSE,0.108644
MAE,0.179466,MSE,0.099062
MAE,0.166235,MSE,0.091300
MAE,0.154599,MSE,0.084731
MAE,0.144361,MSE,0.079035
MAE,0.135323,MSE,0.074028
MAE,0.127309,MSE,0.069588
MAE,0.120164,MSE,0.065625
MAE,0.113760,MSE,0.062070
MAE,0.107992,MSE,0.058866
MAE,0.102770,MSE,0.055964
MAE,0.098021,MSE,0.053325
MAE,0.093685,MSE,0.050915
MAE,0.089711,MSE,0.048707
MAE,0.086056,MSE,0.046676
MAE,0.082682,MSE,0.044802
MAE,0.079559,MSE,0.043069
MAE,0.076660,MSE,0.041460
MAE,0.073961,MSE,0.039963
MAE,0.071443,MSE,0.038567
MAE,0.069088,MSE,0.037262
MAE,0.066881,MSE,0.036040
MAE,0.064809,MSE,0.034893
MAE,0.062859,MSE,0.033814
MAE,0.061021,MSE,0.032797
MAE,0.059285,MSE,0.031838
MAE,0.057645,MSE,0.030931
MAE,0.056091,MSE,0.030073
MAE,0.054617,MSE,0.029260
MAE,0.053217,MSE,0.028488
MAE,0.051886,MSE,0.027754
MAE,0.050619,MSE,0.027055
MAE,0.049411,MSE,0.026390
MAE,0.048259,MSE,0.025756
MAE,0.047158,MSE,0.025150
MAE,0.046105,MSE,0.024571
MAE,0.045098,MSE,0.024017
MAE,0.044133,MSE,0.023487
MAE,0.043207,MSE,0.022979
MAE,0.042319,MSE,0.022491
MAE,0.041466,MSE,0.022023
MAE,0.040647,MSE,0.021574
MAE,0.039858,MSE,0.021142
MAE,0.039099,MSE,0.020726
MAE,0.038368,MSE,0.020326
MAE,0.037663,MSE,0.019940
MAE,0.036983,MSE,0.019568
MAE,0.036327,MSE,0.019209
MAE,0.035693,MSE,0.018863
MAE,0.035081,MSE,0.018529
MAE,0.034489,MSE,0.018206
MAE,0.033916,MSE,0.017893
MAE,0.033362,MSE,0.017591
MAE,0.032825,MSE,0.017298
MAE,0.032305,MSE,0.017015
MAE,0.031801,MSE,0.016741
MAE,0.031312,MSE,0.016474
MAE,0.030837,MSE,0.016216
MAE,0.030377,MSE,0.015966
MAE,0.029930,MSE,0.015723
MAE,0.029495,MSE,0.015487
MAE,0.029073,MSE,0.015258
MAE,0.028663,MSE,0.015035
MAE,0.028263,MSE,0.014819
MAE,0.027875,MSE,0.014608
MAE,0.027497,MSE,0.014403
MAE,0.027129,MSE,0.014204
MAE,0.026770,MSE,0.014010
MAE,0.026421,MSE,0.013821
MAE,0.026080,MSE,0.013637
MAE,0.025748,MSE,0.013457
MAE,0.025425,MSE,0.013282
MAE,0.025109,MSE,0.013111
MAE,0.024801,MSE,0.012945
MAE,0.024500,MSE,0.012783
MAE,0.024206,MSE,0.012624
MAE,0.023919,MSE,0.012470
MAE,0.023639,MSE,0.012319
MAE,0.023365,MSE,0.012171
MAE,0.023097,MSE,0.012027
MAE,0.022836,MSE,0.011886
MAE,0.022580,MSE,0.011748
MAE,0.022329,MSE,0.011614
MAE,0.022084,MSE,0.011482
MAE,0.021845,MSE,0.011353
MAE,0.021610,MSE,0.011227
MAE,0.021380,MSE,0.011104
MAE,0.021155,MSE,0.010983
MAE,0.020935,MSE,0.010865
MAE,0.020719,MSE,0.010749
MAE,0.020508,MSE,0.010636
MAE,0.020300,MSE,0.010525
MAE,0.020097,MSE,0.010416
MAE,0.019898,MSE,0.010309
MAE,0.019703,MSE,0.010205
MAE,0.019511,MSE,0.010102
MAE,0.019323,MSE,0.010002
MAE,0.019139,MSE,0.009903
MAE,0.018958,MSE,0.009806
MAE,0.018780,MSE,0.009711
MAE,0.018606,MSE,0.009618
MAE,0.018434,MSE,0.009527
MAE,0.018266,MSE,0.009437
MAE,0.018101,MSE,0.009349
MAE,0.017939,MSE,0.009263
MAE,0.017780,MSE,0.009178
MAE,0.017623,MSE,0.009094
MAE,0.017469,MSE,0.009012
MAE,0.017318,MSE,0.008932
MAE,0.017169,MSE,0.008853
MAE,0.017023,MSE,0.008775
MAE,0.016879,MSE,0.008698
MAE,0.016738,MSE,0.008623
MAE,0.016599,MSE,0.008549
MAE,0.016462,MSE,0.008477
MAE,0.016328,MSE,0.008405
MAE,0.016195,MSE,0.008335
MAE,0.016065,MSE,0.008266
MAE,0.015937,MSE,0.008198
MAE,0.015810,MSE,0.008131
MAE,0.015686,MSE,0.008065
MAE,0.015564,MSE,0.008000
MAE,0.015443,MSE,0.007936
MAE,0.015325,MSE,0.007874
MAE,0.015208,MSE,0.007812
MAE,0.015093,MSE,0.007751
MAE,0.014979,MSE,0.007691
MAE,0.014868,MSE,0.007632
MAE,0.014758,MSE,0.007573
MAE,0.014649,MSE,0.007516
MAE,0.014542,MSE,0.007460
MAE,0.014437,MSE,0.007404
MAE,0.014333,MSE,0.007349
MAE,0.014231,MSE,0.007295
MAE,0.014130,MSE,0.007242
MAE,0.014030,MSE,0.007189
MAE,0.013932,MSE,0.007137
MAE,0.013835,MSE,0.007086
MAE,0.013740,MSE,0.007036
MAE,0.013645,MSE,0.006986
MAE,0.013552,MSE,0.006937
MAE,0.013461,MSE,0.006889
MAE,0.013370,MSE,0.006842
MAE,0.013281,MSE,0.006795
MAE,0.013193,MSE,0.006748
MAE,0.013106,MSE,0.006702
MAE,0.013020,MSE,0.006657
MAE,0.012936,MSE,0.006613
MAE,0.012852,MSE,0.006569
MAE,0.012769,MSE,0.006525
MAE,0.012688,MSE,0.006483
MAE,0.012608,MSE,0.006440
MAE,0.012528,MSE,0.006399
MAE,0.012450,MSE,0.006357
MAE,0.012372,MSE,0.006317
MAE,0.012296,MSE,0.006277
MAE,0.012220,MSE,0.006237
MAE,0.012145,MSE,0.006198
MAE,0.012071,MSE,0.006159
MAE,0.011999,MSE,0.006121
MAE,0.011927,MSE,0.006083
MAE,0.011855,MSE,0.006046
MAE,0.011785,MSE,0.006009
MAE,0.011716,MSE,0.005973
MAE,0.011647,MSE,0.005937
MAE,0.011579,MSE,0.005901
MAE,0.011512,MSE,0.005866
MAE,0.011445,MSE,0.005831
MAE,0.011380,MSE,0.005797
MAE,0.011315,MSE,0.005763
MAE,0.011251,MSE,0.005730
MAE,0.011187,MSE,0.005696
MAE,0.011125,MSE,0.005664
MAE,0.011063,MSE,0.005631
MAE,0.011001,MSE,0.005599
MAE,0.010941,MSE,0.005568
MAE,0.010881,MSE,0.005536
MAE,0.010821,MSE,0.005505
MAE,0.010763,MSE,0.005475
MAE,0.010705,MSE,0.005444
MAE,0.010647,MSE,0.005415
MAE,0.010590,MSE,0.005385
MAE,0.010534,MSE,0.005356
MAE,0.010479,MSE,0.005327
MAE,0.010423,MSE,0.005298
MAE,0.010369,MSE,0.005270
MAE,0.010315,MSE,0.005241
MAE,0.010262,MSE,0.005214
MAE,0.010209,MSE,0.005186
MAE,0.010157,MSE,0.005159
MAE,0.010105,MSE,0.005132
MAE,0.010054,MSE,0.005105
MAE,0.010003,MSE,0.005079
MAE,0.009953,MSE,0.005053
MAE,0.009903,MSE,0.005027
MAE,0.009854,MSE,0.005002
MAE,0.009805,MSE,0.004976
MAE,0.009757,MSE,0.004951
MAE,0.009709,MSE,0.004926
MAE,0.009662,MSE,0.004902
MAE,0.009615,MSE,0.004877
MAE,0.009569,MSE,0.004853
MAE,0.009523,MSE,0.004829
MAE,0.009477,MSE,0.004806
MAE,0.009432,MSE,0.004782
MAE,0.009387,MSE,0.004759
MAE,0.009343,MSE,0.004736
MAE,0.009299,MSE,0.004714
MAE,0.009256,MSE,0.004691
MAE,0.009213,MSE,0.004669
MAE,0.009170,MSE,0.004647
MAE,0.009128,MSE,0.004625
MAE,0.009086,MSE,0.004603
MAE,0.009045,MSE,0.004582
MAE,0.009004,MSE,0.004560
MAE,0.008963,MSE,0.004539
MAE,0.008922,MSE,0.004518
MAE,0.008883,MSE,0.004498
MAE,0.008843,MSE,0.004477
MAE,0.008804,MSE,0.004457
MAE,0.008765,MSE,0.004437
MAE,0.008726,MSE,0.004417
MAE,0.008688,MSE,0.004397
MAE,0.008650,MSE,0.004377
MAE,0.008612,MSE,0.004358
MAE,0.008575,MSE,0.004339
MAE,0.008538,MSE,0.004320
MAE,0.008501,MSE,0.004301
MAE,0.008465,MSE,0.004282
MAE,0.008429,MSE,0.004263
MAE,0.008393,MSE,0.004245
MAE,0.008358,MSE,0.004227
MAE,0.008323,MSE,0.004209
MAE,0.008288,MSE,0.004191
MAE,0.008254,MSE,0.004173
MAE,0.008219,MSE,0.004155
MAE,0.008185,MSE,0.004138
MAE,0.008152,MSE,0.004120
MAE,0.008118,MSE,0.004103
MAE,0.008085,MSE,0.004086
MAE,0.008052,MSE,0.004069
MAE,0.008020,MSE,0.004052
MAE,0.007987,MSE,0.004036
MAE,0.007955,MSE,0.004019
MAE,0.007924,MSE,0.004003
MAE,0.007892,MSE,0.003986
MAE,0.007861,MSE,0.003970
MAE,0.007830,MSE,0.003954
MAE,0.007799,MSE,0.003939
MAE,0.007768,MSE,0.003923
MAE,0.007738,MSE,0.003907
MAE,0.007708,MSE,0.003892
MAE,0.007678,MSE,0.003876
MAE,0.007648,MSE,0.003861
MAE,0.007619,MSE,0.003846
MAE,0.007590,MSE,0.003831
MAE,0.007561,MSE,0.003816
MAE,0.007532,MSE,0.003801
MAE,0.007504,MSE,0.003787
MAE,0.007475,MSE,0.003772
MAE,0.007447,MSE,0.003758
MAE,0.007419,MSE,0.003743
MAE,0.007392,MSE,0.003729
MAE,0.007364,MSE,0.003715
MAE,0.007337,MSE,0.003701
MAE,0.007310,MSE,0.003687
MAE,0.007283,MSE,0.003673
MAE,0.007256,MSE,0.003660
MAE,0.007230,MSE,0.003646
MAE,0.007204,MSE,0.003633
MAE,0.007177,MSE,0.003619
MAE,0.007152,MSE,0.003606
MAE,0.007126,MSE,0.003593
MAE,0.007100,MSE,0.003580
MAE,0.007075,MSE,0.003567
MAE,0.007050,MSE,0.003554
MAE,0.007025,MSE,0.003541
MAE,0.007000,MSE,0.003528
MAE,0.006975,MSE,0.003516
MAE,0.006951,MSE,0.003503
MAE,0.006927,MSE,0.003491
MAE,0.006903,MSE,0.003478
MAE,0.006879,MSE,0.003466
MAE,0.006855,MSE,0.003454
MAE,0.006831,MSE,0.003442
MAE,0.006808,MSE,0.003430
MAE,0.006784,MSE,0.003418
MAE,0.006761,MSE,0.003406
MAE,0.006738,MSE,0.003394
MAE,0.006715,MSE,0.003382
MAE,0.006693,MSE,0.003371
MAE,0.006670,MSE,0.003359
MAE,0.006648,MSE,0.003348
